          .000        .809
         6.000       2.419
        12.000       3.962
        18.000       5.402
        24.000       6.694
        30.000       7.806
        36.000       8.702
        42.000       9.359
        48.000       9.751
        54.000       9.870
        60.000       9.711
        66.000       9.287
        72.000       8.620
        78.000       7.750
        84.000       6.729
        90.000       5.621
        96.000       4.495
       102.000       3.413
       108.000       2.429
       114.000       1.575
       120.000        .871
       126.000        .314
       132.000       -.104
       138.000       -.397
       144.000       -.578
       150.000       -.656
       156.000       -.637
       162.000       -.530
       168.000       -.348
       174.000       -.116
       180.000        .133
       186.000        .364
       192.000        .545
       198.000        .651
       204.000        .669
       210.000        .589
       216.000        .407
       222.000        .113
       228.000       -.305
       234.000       -.862
       240.000      -1.568
       246.000      -2.423
       252.000      -3.408
       258.000      -4.493
       264.000      -5.620
       270.000      -6.731
       276.000      -7.753
       282.000      -8.625
       288.000      -9.294
       294.000      -9.719
       300.000      -9.879
       306.000      -9.760
       312.000      -9.368
       318.000      -8.713
       324.000      -7.817
       330.000      -6.704
       336.000      -5.412
       342.000      -3.972
       348.000      -2.429
       354.000       -.820
