          .000       1.102
         6.000       1.050
        12.000        .948
        18.000        .803
        24.000        .620
        30.000        .413
        36.000        .187
        42.000       -.040
        48.000       -.263
        54.000       -.466
        60.000       -.647
        66.000       -.792
        72.000       -.905
        78.000       -.979
        84.000      -1.022
        90.000      -1.031
        96.000      -1.021
       102.000       -.991
       108.000       -.953
       114.000       -.908
       120.000       -.864
       126.000       -.820
       132.000       -.782
       138.000       -.746
       144.000       -.714
       150.000       -.685
       156.000       -.660
       162.000       -.639
       168.000       -.624
       174.000       -.616
       180.000       -.616
       186.000       -.624
       192.000       -.639
       198.000       -.661
       204.000       -.686
       210.000       -.715
       216.000       -.746
       222.000       -.783
       228.000       -.821
       234.000       -.865
       240.000       -.909
       246.000       -.954
       252.000       -.992
       258.000      -1.023
       264.000      -1.034
       270.000      -1.024
       276.000       -.981
       282.000       -.909
       288.000       -.795
       294.000       -.650
       300.000       -.469
       306.000       -.266
       312.000       -.042
       318.000        .185
       324.000        .411
       330.000        .619
       336.000        .802
       342.000        .947
       348.000       1.050
       354.000       1.102
